season	baker	index	episode	mean_star	star	mean_good	good	mean_bad	bad	place
12	Amanda	0	1	0	0	0	0	1	1	0
12	Amanda	0	2	0	0	0	0	1	1	0
12	Amanda	0	3	0	0	0	0	0.67	0	0
12	Amanda	0	4	0	0	0	0	0.75	1	0
12	Amanda	0	5	0	0	0	0	0.6	0	0
12	Amanda	0	6	0	0	0	0	0.67	1	0
12	Amanda	0	7	0	0	0	0	0.57	0	0
12	Chigs	0	1	0	0	0	0	0	0	0
12	Chigs	0	2	0	0	0	0	0	0	0
12	Chigs	0	3	0	0	0	0	0	0	0
12	Chigs	0	4	0.25	1	0.25	1	0	0	0
12	Chigs	0	5	0.2	0	0.2	0	0	0	0
12	Chigs	0	6	0.17	0	0.17	0	0	0	0
12	Chigs	0	7	0.14	0	0.29	1	0	0	0
12	Crystelle	0	1	0	0	1	1	0	0	0
12	Crystelle	0	2	0	0	0.5	0	0	0	0
12	Crystelle	0	3	0	0	0.33	0	0	0	0
12	Crystelle	0	4	0	0	0.25	0	0	0	0
12	Crystelle	0	5	0	0	0.2	0	0	0	0
12	Crystelle	0	6	0.17	1	0.33	1	0	0	0
12	Crystelle	0	7	0.14	0	0.43	1	0	0	0
12	Freya	0	1	0	0	1	1	0	0	0
12	Freya	0	2	0	0	0.5	0	0	0	0
12	Freya	0	3	0	0	0.67	1	0	0	0
12	Freya	0	4	0	0	0.5	0	0.25	1	0
12	Freya	0	5	0	0	0.4	0	0.4	1	0
12	Freya	0	6	0	0	0.33	0	0.33	0	0
12	Freya	0	7	0	0	0.29	0	0.29	0	0
12	George	0	1	0	0	0	0	1	1	0
12	George	0	2	0	0	0.5	1	0.5	0	0
12	George	0	3	0	0	0.33	0	0.33	0	0
12	George	0	4	0	0	0.25	0	0.25	0	0
12	George	0	5	0	0	0.2	0	0.4	1	0
12	George	0	6	0	0	0.17	0	0.5	1	0
12	George	0	7	0	0	0.14	0	0.57	1	0
12	Giuseppe	0	1	0	0	1	1	0	0	0
12	Giuseppe	0	2	0	0	1	1	0	0	0
12	Giuseppe	0	3	0.33	1	1	1	0	0	0
12	Giuseppe	0	4	0.25	0	1	1	0	0	0
12	Giuseppe	0	5	0.4	1	1	1	0	0	0
12	Giuseppe	0	6	0.33	0	1	1	0	0	0
12	Giuseppe	0	7	0.29	0	1	1	0	0	0
12	Jairzinho	0	1	0	0	0	0	1	1	0
12	Jairzinho	0	2	0	0	0	0	1	1	0
12	Jairzinho	0	3	0	0	0	0	0.67	0	0
12	Jairzinho	0	4	0	0	0	0	0.5	0	0
12	Jairzinho	0	5	0	0	0	0	0.4	0	0
12	Jairzinho	0	6	0	0	0	0	0.33	0	0
12	Jairzinho	0	7	0	0	0	0	0.29	0	0
12	Jürgen	0	1	1	1	1	1	0	0	0
12	Jürgen	0	2	1	1	1	1	0	0	0
12	Jürgen	0	3	0.67	0	0.67	0	0	0	0
12	Jürgen	0	4	0.5	0	0.75	1	0	0	0
12	Jürgen	0	5	0.4	0	0.8	1	0	0	0
12	Jürgen	0	6	0.33	0	0.67	0	0	0	0
12	Jürgen	0	7	0.43	1	0.71	1	0	0	0
12	Lizzie	0	1	0	0	0	0	0	0	0
12	Lizzie	0	2	0	0	0	0	0	0	0
12	Lizzie	0	3	0	0	0.33	1	0	0	0
12	Lizzie	0	4	0	0	0.25	0	0	0	0
12	Lizzie	0	5	0	0	0.2	0	0	0	0
12	Lizzie	0	6	0	0	0.17	0	0	0	0
12	Lizzie	0	7	0	0	0.14	0	0.14	1	0
12	Maggie	0	1	0	0	1	1	0	0	0
12	Maggie	0	2	0	0	0.5	0	0.5	1	0
12	Maggie	0	3	0	0	0.33	0	0.67	1	0
12	Maggie	0	4	0	0	0.25	0	0.75	1	0
12	Maggie	0	5	0	0	0.2	0	0.6	0	0
12	Maggie	0	6	0	0	0.17	0	0.5	0	0
12	Maggie	0	7	0	0	0.14	0	0.43	0	0
12	Rochica	0	1	0	0	0	0	0	0	0
12	Rochica	0	2	0	0	0	0	0	0	0
12	Rochica	0	3	0	0	0	0	0.33	1	0
12	Rochica	0	4	0	0	0	0	0.25	0	0
12	Rochica	0	5	0	0	0	0	0.2	0	0
12	Rochica	0	6	0	0	0	0	0.17	0	0
12	Rochica	0	7	0	0	0	0	0.14	0	0
12	Tom	0	1	0	0	0	0	1	1	0
12	Tom	0	2	0	0	0	0	0.5	0	0
12	Tom	0	3	0	0	0	0	0.33	0	0
12	Tom	0	4	0	0	0	0	0.25	0	0
12	Tom	0	5	0	0	0	0	0.2	0	0
12	Tom	0	6	0	0	0	0	0.17	0	0
12	Tom	0	7	0	0	0	0	0.14	0	0
