season	baker	episode	place	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad
10	Alice	1	0	5.0	5	0.0	0	0.0	0	0.0	0
10	Alice	2	0	3.0	1	0.5	1	0.5	1	0.0	0
10	Alice	3	0	4.33	7	0.33	0	0.33	0	0.33	1
10	Alice	4	0	5.25	8	0.25	0	0.25	0	0.25	0
10	Alice	5	0	5.4	6	0.2	0	0.2	0	0.2	0
10	Alice	6	0	4.67	1	0.17	0	0.33	1	0.17	0
10	Amelia	1	11	4.0	4	0.0	0	0.0	0	0.0	0
10	Amelia	2	11	6.5	9	0.0	0	0.0	0	0.5	1
10	Amelia	3	11	8.0	11	0.33	1	0.33	1	0.33	0
10	Amelia	4	11	6.0	0	0.25	0	0.25	0	0.25	0
10	Amelia	5	11	4.8	0	0.2	0	0.2	0	0.2	0
10	Amelia	6	11	4.0	0	0.17	0	0.17	0	0.17	0
10	Dan	1	13	9.0	9	0.0	0	0.0	0	1.0	1
10	Dan	2	13	4.5	0	0.0	0	0.0	0	0.5	0
10	Dan	3	13	3.0	0	0.0	0	0.0	0	0.33	0
10	Dan	4	13	2.25	0	0.0	0	0.0	0	0.25	0
10	Dan	5	13	1.8	0	0.0	0	0.0	0	0.2	0
10	Dan	6	13	1.5	0	0.0	0	0.0	0	0.17	0
10	David	1	0	10.0	10	0.0	0	0.0	0	0.0	0
10	David	2	0	6.0	2	0.0	0	0.5	1	0.0	0
10	David	3	0	4.67	2	0.0	0	0.33	0	0.0	0
10	David	4	0	4.0	2	0.0	0	0.5	1	0.0	0
10	David	5	0	5.0	9	0.0	0	0.6	1	0.0	0
10	David	6	0	4.5	2	0.0	0	0.5	0	0.0	0
10	Helena	1	0	12.0	12	0.0	0	0.0	0	0.0	0
10	Helena	2	0	12.0	12	0.0	0	0.0	0	0.0	0
10	Helena	3	0	10.67	8	0.0	0	0.0	0	0.0	0
10	Helena	4	0	10.25	9	0.0	0	0.0	0	0.0	0
10	Helena	5	0	8.4	1	0.0	0	0.0	0	0.2	1
10	Helena	6	0	7.0	0	0.0	0	0.0	0	0.17	0
10	Henry	1	0	1.0	1	0.0	0	0.0	0	0.0	0
10	Henry	2	0	3.5	6	0.0	0	0.0	0	0.0	0
10	Henry	3	0	2.67	1	0.0	0	0.0	0	0.33	1
10	Henry	4	0	2.75	3	0.0	0	0.0	0	0.25	0
10	Henry	5	0	2.8	3	0.0	0	0.2	1	0.2	0
10	Henry	6	0	3.0	4	0.0	0	0.17	0	0.33	1
10	Jamie	1	12	13.0	13	0.0	0	0.0	0	1.0	1
10	Jamie	2	12	12.0	11	0.0	0	0.0	0	1.0	1
10	Jamie	3	12	8.0	0	0.0	0	0.0	0	0.67	0
10	Jamie	4	12	6.0	0	0.0	0	0.0	0	0.5	0
10	Jamie	5	12	4.8	0	0.0	0	0.0	0	0.4	0
10	Jamie	6	12	4.0	0	0.0	0	0.0	0	0.33	0
10	Michael	1	0	11.0	11	1.0	1	1.0	1	0.0	0
10	Michael	2	0	7.5	4	0.5	0	0.5	0	0.0	0
10	Michael	3	0	7.0	6	0.67	1	0.67	1	0.0	0
10	Michael	4	0	7.0	7	0.5	0	0.5	0	0.25	1
10	Michael	5	0	7.2	8	0.4	0	0.4	0	0.2	0
10	Michael	6	0	7.0	6	0.33	0	0.33	0	0.33	1
10	Michelle	1	0	6.0	6	0.0	0	0.0	0	0.0	0
10	Michelle	2	0	7.0	8	0.0	0	0.0	0	0.0	0
10	Michelle	3	0	6.33	5	0.0	0	0.0	0	0.0	0
10	Michelle	4	0	6.0	5	0.0	0	0.0	0	0.0	0
10	Michelle	5	0	6.2	7	0.0	0	0.0	0	0.2	1
10	Michelle	6	0	5.17	0	0.0	0	0.0	0	0.17	0
10	Phil	1	10	8.0	8	0.0	0	0.0	0	0.0	0
10	Phil	2	10	5.5	3	0.0	0	0.0	0	0.0	0
10	Phil	3	10	7.0	10	0.0	0	0.0	0	0.0	0
10	Phil	4	10	6.75	6	0.0	0	0.0	0	0.25	1
10	Phil	5	10	5.4	0	0.0	0	0.0	0	0.2	0
10	Phil	6	10	4.5	0	0.0	0	0.0	0	0.17	0
10	Priya	1	0	7.0	7	0.0	0	0.0	0	0.0	0
10	Priya	2	0	7.0	7	0.0	0	0.0	0	0.0	0
10	Priya	3	0	6.0	4	0.0	0	0.0	0	0.0	0
10	Priya	4	0	7.0	10	0.0	0	0.0	0	0.25	1
10	Priya	5	0	6.0	2	0.0	0	0.0	0	0.4	1
10	Priya	6	0	6.17	7	0.0	0	0.0	0	0.5	1
10	Rosie	1	0	2.0	2	0.0	0	1.0	1	0.0	0
10	Rosie	2	0	3.5	5	0.0	0	0.5	0	0.0	0
10	Rosie	3	0	5.33	9	0.0	0	0.33	0	0.0	0
10	Rosie	4	0	5.0	4	0.0	0	0.25	0	0.0	0
10	Rosie	5	0	5.0	5	0.0	0	0.2	0	0.2	1
10	Rosie	6	0	5.0	5	0.0	0	0.17	0	0.33	1
10	Steph	1	0	3.0	3	0.0	0	1.0	1	0.0	0
10	Steph	2	0	6.5	10	0.0	0	0.5	0	0.0	0
10	Steph	3	0	5.33	3	0.0	0	0.67	1	0.0	0
10	Steph	4	0	4.25	1	0.25	1	0.75	1	0.0	0
10	Steph	5	0	4.2	4	0.4	1	0.8	1	0.0	0
10	Steph	6	0	4.0	3	0.5	1	0.83	1	0.0	0
